accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P9WKX1		Uncharacterized protein Rv3785	357	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKX1
P9WKZ5		Uncharacterized protein Rv3403c	533	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKZ5
P9WL23		Uncharacterized protein Rv2915c	370	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL23
P9WL27		Uncharacterized protein Rv2901c	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL27
P9WL43		Uncharacterized protein Rv2716	228	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL43
P9WL47		Uncharacterized protein Rv2658c	120	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL47
P9WL91		Uncharacterized protein Rv2570	129	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL91
P9WL95		Uncharacterized protein Rv2568c	341	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL95
P9WLB1		Putative secreted protein Rv0236A	57	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLB1
P9WLC1		Uncharacterized protein Rv2311	174	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLC1
P9WLC3		Uncharacterized protein Rv2310	114	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLC3
P9WLD3		Uncharacterized protein Rv2304c	69	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLD3
P9WLD9		Uncharacterized protein Rv2297	150	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLD9
P9WLE3		Uncharacterized protein Rv2292c	74	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLE3
P9WLE9		Uncharacterized protein Rv2283	64	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLE9
P9WLF1		Uncharacterized protein Rv2277c	301	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLF1
P9WLF5		Uncharacterized protein Rv2272	122	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLF5
P9WLG5		Uncharacterized protein Rv2248	271	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLG5
P9WLG9		Uncharacterized protein Rv2239c	158	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLG9
P9WLH1		Uncharacterized protein Rv2237	255	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLH1
P9WLI3		Uncharacterized protein Rv2209	512	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLI3
P9WLJ7		Uncharacterized protein Rv2087	76	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLJ7
P9WLL5		Uncharacterized protein Rv2075c	487	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLL5
P9WLM9		Uncharacterized protein Rv2008c	441	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLM9
P9WLT9		Uncharacterized protein Rv1588c	222	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLT9
P9WLU5		Uncharacterized protein Rv1549	175	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLU5
P9WLU7		Uncharacterized protein Rv1546	143	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLU7
P9WLY1		Uncharacterized protein Rv1417	154	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLY1
P9WLZ3		Protein Rv1367c	401	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLZ3
P9WM17		Uncharacterized protein Rv1351	109	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM17
P9WM51		Uncharacterized protein Rv1260	372	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM51
P9WM71		Uncharacterized protein Rv0090	256	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM71
P9WM77		Uncharacterized protein Rv0057	173	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM77
P9WMA1		Uncharacterized protein Rv0025	120	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMA1
P9WML3		Uncharacterized HIT-like protein Rv0759c	133	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WML3
P9WMY1		Uncharacterized glycosyltransferase Rv0539	218	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMY1
P9WPC7		Uncharacterized protein Rv2667	252	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPC7
Q6MX07	PPE50	Uncharacterized PPE family protein PPE50	132	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q6MX07
A0A089QKZ7		Uncharacterized protein Rv1155A	62	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/A0A089QKZ7
I6YD99		Uncharacterized protein Rv2386A/RVBD_2386A	69	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YD99
L0TBY6		Protein Rv2250A	149	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0TBY6
O05453	esxD	ESAT-6-like protein EsxD	107	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05453
O69720		Protein Rv3753c	173	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69720
O69731		Uncharacterized protein Rv3766	274	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69731
P0CL57	mazE1	Probable antitoxin MazE1	57	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0CL57
P64937		Uncharacterized protein Rv2086	201	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P64937
P9WG93		Uncharacterized membrane protein Rv2723	397	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG93
P9WHW7	PPE69	Uncharacterized PPE family protein PPE69	399	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHW7
P9WI11	PPE28	Uncharacterized PPE family protein PPE28	655	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI11
P9WI91		Uncharacterized protein Rv1501	273	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI91
P9WJ15	vapB48	Putative antitoxin VapB48	74	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ15
P9WJ27	vapB37	Putative antitoxin VapB37	84	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ27
P9WJ47	vapB18	Putative antitoxin VapB18	92	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ47
P9WJ97	iniB	Isoniazid-induced protein IniB	479	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ97
P9WJZ5		Uncharacterized protein Rv2003c	285	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJZ5
P9WK69	lppP	Putative lipoprotein LppP	175	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK69
P9WKM5		Uncharacterized protein Rv0964c	160	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKM5
P9WKM7		Uncharacterized protein Rv0963c	266	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKM7
P9WKN3		Uncharacterized protein Rv0955	455	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKN3
P9WKP5		Uncharacterized protein Rv0898c	87	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKP5
P9WKQ3		Uncharacterized protein Rv0887c	170	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKQ3
P9WKR1		Uncharacterized protein Rv0879c	91	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKR1
P9WKS3		Uncharacterized protein Rv0738	182	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKS3
P9WKW1		Uncharacterized protein Rv0476	87	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKW1
P9WKW3		Uncharacterized protein Rv0441c	142	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKW3
P9WKY1		Uncharacterized protein Rv3466	222	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKY1
P9WL11		Uncharacterized protein Rv3073c	118	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL11
P9WL13		Uncharacterized protein Rv2929	103	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL13
P9WL15		Uncharacterized protein Rv2927c	245	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL15
P9WL19		Uncharacterized protein Rv2923c	137	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL19
P9WL25		Uncharacterized protein Rv2910c	147	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL25
P9WL53		Uncharacterized protein Rv2644c	105	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL53
P9WL67		Uncharacterized protein Rv2627c	413	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL67
P9WL73		Uncharacterized protein Rv2597	206	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL73
P9WL87		Uncharacterized protein Rv2574	167	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL87
P9WL93		Uncharacterized protein Rv2569c	314	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL93
P9WL99		Uncharacterized protein Rv2561/Rv2562	212	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL99
P9WLA3		Uncharacterized protein Rv2558	236	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLA3
P9WLF3		Uncharacterized protein Rv2273	109	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLF3
P9WLG3		Uncharacterized protein Rv2265	409	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLG3
P9WLH3		Uncharacterized protein Rv2229c	245	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLH3
P9WLH9		Uncharacterized protein Rv2226	513	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLH9
P9WLI9		Uncharacterized protein Rv2197c	214	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLI9
P9WLJ3		Uncharacterized protein Rv2100	550	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLJ3
P9WLK5		Uncharacterized protein Rv2081c	146	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLK5
P9WLK7		Uncharacterized protein Rv2079	656	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLK7
P9WLM5		Uncharacterized protein Rv2011c	143	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLM5
P9WLU9		Uncharacterized protein Rv1545	75	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLU9
P9WLV1		Uncharacterized protein Rv1526c	426	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLV1
P9WLW1		Uncharacterized protein Rv1510	432	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLW1
P9WLW5		Uncharacterized protein Rv1507c	231	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLW5
P9WLW7		Uncharacterized protein Rv1502	299	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLW7
P9WLX1		Uncharacterized protein Rv1490	435	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLX1
P9WLX3		Uncharacterized protein Rv1486c	288	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLX3
P9WLY9		Uncharacterized protein Rv1403c	274	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLY9
P9WLZ9		Uncharacterized protein Rv1363c	261	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLZ9
P9WM03		Uncharacterized protein Rv1360	340	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM03
P9WM09		Uncharacterized protein Rv1356c	263	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM09
P9WM29		Uncharacterized protein Rv1312	147	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM29
P9WM35		Uncharacterized protein Rv1290c	521	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM35
P9WM49		Uncharacterized protein Rv1265	226	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM49
P9WM73		Uncharacterized protein Rv0088	224	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM73
P9WM89		Uncharacterized protein Rv0039c	115	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM89
P9WM93		Uncharacterized protein Rv0034	131	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM93
P9WM97		Uncharacterized protein Rv0028	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM97
P9WMB1		Uncharacterized protein Rv0026	448	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMB1
P9WNJ1	esxQ	ESAT-6-like protein EsxQ	120	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNJ1
P9WPR1		Uncharacterized protein Rv2897c	503	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPR1
I6X961		Protein Rv0461	200	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6X961
I6XFZ8		Protein Rv3035	411	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6XFZ8
O06779	mazE2	Probable antitoxin MazE2	81	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06779
O53464	vapB45	Putative antitoxin VapB45	239	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53464
O53500		Uncharacterized protein Rv2102	277	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53500
O53672		Uncharacterized protein Rv0250c	97	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53672
O69717	vapB50	Putative antitoxin VapB50	130	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69717
P0CW29	vapB1	Putative antitoxin VapB1	79	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0CW29
P0DN33		Uncharacterized protein Rv0609B	65	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DN33
P0DV55		Protein Rv1078A	82	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DV55
P72042		Uncharacterized protein Rv3776	519	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P72042
P95038	mftB	Peptide chaperone MftB	109	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95038
P95262	vapB14	Putative antitoxin VapB14	71	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95262
P9WF27		Uncharacterized protein Rv1375	439	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF27
P9WFP9		UPF0047 protein Rv2556c	133	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFP9
P9WFS5		TVP38/TMEM64 family membrane protein Rv0625c	246	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFS5
P9WGC1		Uncharacterized protein Rv1339	273	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGC1
P9WHY1	PPE59	Uncharacterized PPE family protein PPE59	178	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHY1
P9WHZ9	PPE38	Uncharacterized PPE family protein PPE38	391	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHZ9
P9WI15	PPE24	Uncharacterized PPE family protein PPE24	1053	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI15
P9WI33	PPE14	Uncharacterized PPE family protein PPE14	423	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI33
P9WIM9	mtc28	Proline-rich 28 kDa antigen	310	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIM9
P9WIP5	mbtH	Protein MbtH	71	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIP5
P9WJ25	vapB38	Putative antitoxin VapB38	73	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ25
P9WJ37	vapB29	Putative antitoxin VapB29	75	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ37
P9WJ53	vapB12	Putative antitoxin VapB12	75	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ53
P9WJX1		Uncharacterized MFS-type transporter Rv2456c	418	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJX1
P9WJX5		Uncharacterized MFS-type transporter Rv0849	419	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJX5
P9WJZ9		Uncharacterized methyltransferase Rv0224c	254	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJZ9
P9WKL9		Uncharacterized protein Rv0968	98	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKL9
P9WKM9		Uncharacterized protein Rv0961	115	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKM9
P9WKP7		Uncharacterized protein Rv0897c	535	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKP7
P9WKQ5		Uncharacterized protein Rv0885	340	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKQ5
P9WKS1		Uncharacterized protein Rv0739	268	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKS1
P9WKT7		Putative DNA-binding protein Rv0500A	78	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKT7
P9WKX9		Uncharacterized protein Rv3630	431	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKX9
P9WL09		Uncharacterized protein Rv3126c	104	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL09
P9WL17		Uncharacterized protein Rv2926c	207	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL17
P9WL39		Uncharacterized protein Rv2876	104	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL39
P9WL51		Uncharacterized protein Rv2645	143	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL51
P9WL71		Uncharacterized protein Rv2598	164	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WL71
P9WLA5		Uncharacterized protein Rv2557	224	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLA5
P9WLA9		Uncharacterized protein Rv2411c	551	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLA9
P9WLB5		Universal stress protein Rv2319c	292	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLB5
P9WLL3		Uncharacterized protein Rv2076c	83	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLL3
P9WLN5		Uncharacterized protein Rv2001	250	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLN5
P9WLQ3		Uncharacterized protein Rv1954c	173	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLQ3
P9WLR1	lipZ	Putative hydrolase LipZ	288	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLR1
P9WLR7		Uncharacterized protein Rv1824	121	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLR7
P9WLS3		Uncharacterized protein Rv1738	94	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLS3
P9WLS7		Uncharacterized protein Rv1734c	80	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLS7
P9WLT3		Uncharacterized protein Rv1702cMb1728c	454	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLT3
P9WLV3	wbbL2	Uncharacterized protein Rv1525	261	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLV3
